../img/extracted/1812_Page_02_ex_0.jpg "radio telescope, radio reflector"
../img/extracted/1812_Page_03_ex_0.jpg "scale, weighing machine"
../img/extracted/1812_Page_04_ex_0.jpg "paddlewheel, paddle wheel"
../img/extracted/1812_Page_05_ex_0.jpg "television, television system"
../img/extracted/1812_Page_06_ex_0.jpg "hook, claw"
../img/extracted/1812_Page_07_ex_0.jpg joystick
../img/extracted/1812_Page_08_ex_0.jpg sundial
../img/extracted/1812_Page_09_ex_0.jpg ladle
../img/extracted/1812_Page_10_ex_0.jpg "measuring cup"
../img/extracted/1812_Page_11_ex_0.jpg "oboe, hautboy, hautbois"
../img/extracted/1812_Page_12_ex_0.jpg throne
../img/extracted/1812_Page_13_ex_0.jpg cup
../img/extracted/1812_Page_14_ex_0.jpg "scale, weighing machine"
../img/extracted/1812_Page_15_ex_0.jpg "coil, spiral, volute, whorl, helix"
../img/extracted/1812_Page_16_ex_0.jpg "hook, claw"
