../img/peter-parley/achristmasandne00parlgoog-001_ex_0.jpg,"hook,-claw"
../img/peter-parley/achristmasandne00parlgoog-003_ex_0.jpg,shovel
../img/peter-parley/achristmasandne00parlgoog-010_ex_0.jpg,hair-slide
../img/peter-parley/achristmasandne00parlgoog-011_ex_0.jpg,"rubber-eraser,-rubber,-pencil-eraser"
../img/peter-parley/achristmasandne00parlgoog-013_ex_0.jpg,thimble
../img/peter-parley/achristmasandne00parlgoog-014_ex_0.jpg,"fire-screen,-fireguard"
../img/peter-parley/achristmasandne00parlgoog-023_ex_0.jpg,"nematode,-nematode-worm,-roundworm"
../img/peter-parley/achristmasandne00parlgoog-025_ex_0.jpg,shovel
../img/peter-parley/achristmasandne00parlgoog-030_ex_0.jpg,"shield,-buckler"
../img/peter-parley/achristmasandne00parlgoog-031_ex_0.jpg,buckle
../img/peter-parley/achristmasandne00parlgoog-036_ex_0.jpg,"thresher,-thrasher,-threshing-machine"
../img/peter-parley/achristmasandne00parlgoog-043_ex_0.jpg,Kerry-blue-terrier
../img/peter-parley/achristmasandne00parlgoog-044_ex_0.jpg,"fire-screen,-fireguard"
../img/peter-parley/achristmasandne00parlgoog-046_ex_0.jpg,"handkerchief,-hankie,-hanky,-hankey"
../img/peter-parley/achristmasandne00parlgoog-047_ex_0.jpg,"thresher,-thrasher,-threshing-machine"
../img/peter-parley/achristmasandne00parlgoog-049_ex_0.jpg,"marimba,-xylophone"
../img/peter-parley/achristmasandne00parlgoog-053_ex_0.jpg,oxcart
../img/peter-parley/achristmasandne00parlgoog-055_ex_0.jpg,stretcher
../img/peter-parley/achristmasandne00parlgoog-056_ex_0.jpg,"thresher,-thrasher,-threshing-machine"
../img/peter-parley/achristmasandne00parlgoog-057_ex_0.jpg,"fire-screen,-fireguard"
../img/peter-parley/achristmasandne00parlgoog-058_ex_0.jpg,castle
../img/peter-parley/achristmasandne00parlgoog-061_ex_0.jpg,"aircraft-carrier,-carrier,-flattop,-attack-aircraft-carrier"
../img/peter-parley/achristmasandne00parlgoog-067_ex_0.jpg,"worm-fence,-snake-fence,-snake-rail-fence,-Virginia-fence"
../img/peter-parley/achristmasandne00parlgoog-068_ex_0.jpg,velvet
../img/peter-parley/achristmasandne00parlgoog-070_ex_0.jpg,"tank,-army-tank,-armored-combat-vehicle,-armoured-combat-vehicle"
../img/peter-parley/achristmasandne00parlgoog-071_ex_0.jpg,shower-curtain
../img/peter-parley/achristmasandne00parlgoog-072_ex_0.jpg,head-cabbage
../img/peter-parley/achristmasandne00parlgoog-073_ex_0.jpg,toilet-seat
../img/peter-parley/achristmasandne00parlgoog-075_ex_0.jpg,honeycomb
../img/peter-parley/achristmasandne00parlgoog-076_ex_0.jpg,"worm-fence,-snake-fence,-snake-rail-fence,-Virginia-fence"
